name;cover;description;god;system;system_dop;system_dop2;system_dop3;obl;montage;img1;img2;img3;img4;img5;img6;img7;img8;img9;img10;img11;img12;img13;img14;img15;img16;img17;img18;img19;img20;ronson_system;ronson_montage;ronson_vitrage;ronson_granit;ronson_klinker;ronson_decor;ronson_brick;montagepartner;inside;Keyword;ncTitle;ncKeywords;ncDescription;ncSMO_Title;ncSMO_Description;ncSMO_Image
Частный дом;0.jpg:image/jpeg:10796;Московская область, деревня Крюково, село Федоскинское, коттеджный посёлок Аксаково;2015.0;Ронсон-500;;;;клинкер, декоративный камень White Hills, декор из стеклофибробетона;;1.jpg:image/jpeg:167778;2.jpg:image/jpeg:180265;3.jpg:image/jpeg:127085;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;;1;;;;;;;
Центр развития ребенка – детский сад № 1007;0.jpg:image/jpeg:8686;г. Москва, улица Маршала Тимошенко, д. 40, стр. 2;2015.0;Ронсон-100 (крепление в межэтажные перекрытия);;;;фиброцементные плиты;;1.jpg:image/jpeg:132070;2.jpg:image/jpeg:239294;3.jpg:image/jpeg:157111;IMG_4115.jpg:image/jpeg:561000;IMG_4127.jpg:image/jpeg:445569;IMG_4232.jpg:image/jpeg:666513;IMG_4203.jpg:image/jpeg:600606;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Административное здание Водоканала г. Санкт;DSC_9355_0.jpg:image/jpeg:10203;г. Санкт-Петербург, ул. Комсомола, 19;2015.0;Ронсон-300;Ронсон-500;;;керамогранит, терракота, клинкер, декор из стеклофибробетона;;DSC_9355.jpg:image/jpeg:132568;DSC_9370.jpg:image/jpeg:113130;;;;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;;1;;;;;;;
Частный дом;0000.jpg:image/jpeg:7006;Республика Татарстан, Набережные Челны;2015.0;RONSON HOUSE;;;;декоративный камень White Hills;;DSC_0084.jpg:image/jpeg:68457;DSC_0065(1).jpg:image/jpeg:90278;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Частный дом, Московская область;003.jpg:image/jpeg:8494;г. Серпухов;2015.0;RONSON HOUSE;;;;декоративный камень White Hills;;IMG_4024.jpg:image/jpeg:125073;11.jpg:image/jpeg:107609;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
ТК «Каширский Двор» 1 корпус;55555.jpg:image/jpeg:24530;г. Москва, пересечение Каширского шоссе и Коломенского проезда;2016.0;Ронсон-200;Ронсон-300;;;кассеты из композита и стали, ламели, карнизы и профлист из оцинкованной стали, керамогранит (видимое крепление);;image1.jpg:image/jpeg:177462;image2.jpg:image/jpeg:152295;image3.jpg:image/jpeg:169268;image4.jpg:image/jpeg:187675;image6.jpg:image/jpeg:152147;image7.jpg:image/jpeg:167363;image5.jpg:image/jpeg:154245;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Научный парк МГУ, лабораторный корпус;0000.jpg:image/jpeg:12303;г. Москва, микрорайон Ленинские Горы, 1 С 75 Г;2017.0;Ронсон-100;;;;фиброцементные плиты;;IMG_5530.jpg:image/jpeg:286258;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Административное здание;00.jpg:image/jpeg:8514;г. Саратов, Октябрьский район, ул. Советская, 13;2015.0;Ронсон-500;;;;декоративный камень White Hills;;01.jpg:image/jpeg:148739;02.jpg:image/jpeg:150557;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Дом отдыха «Лужки.Клуб», Московская область;00.jpg:image/jpeg:24385;Московская обл., Истринский район, дер. Аносино, ул. Подмосковная д.1;2017.0;Ронсон-500;;;;декоративный камень White Hills;;01.jpg:image/jpeg:168847;02.jpg:image/jpeg:193082;03.jpg:image/jpeg:609666;04.jpg:image/jpeg:747800;05.jpg:image/jpeg:619569;06.jpg:image/jpeg:837764;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Административное здание;0.jpg:image/jpeg:7558;Московская область, Ярославское шоссе, посёлок Тарасовка;2015.0;Ронсон-500;;;;декоративный камень White Hills, декор из стеклофибробетона;;1.jpg:image/jpeg:102939;2.jpg:image/jpeg:143205;4.jpg:image/jpeg:118558;;;;;;;;;;;;;;;;;;1;1;0;0;1;1;0;;1;;;;;;;
К «Альфа Центавра»;01.jpg:image/jpeg:10664;Московская область, г. Химки, ул. 9 Мая, между ул. Парковая и Нагорным шоссе;2015.0;Ронсон-100;Ронсон-300;;;фиброцементные плиты, керамогранит (видимое крепление);;26.jpg:image/jpeg:127326;31.jpg:image/jpeg:546242;30.jpg:image/jpeg:789356;32.jpg:image/jpeg:527051;34.jpg:image/jpeg:572193;29.jpg:image/jpeg:754831;36.jpg:image/jpeg:555676;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Мортонград «Путилково»;11111.jpg:image/jpeg:14255;Московская область, Красногорский район, деревня Путилково;2015.0;Ронсон-300;;;;керамогранит (видимое крепление);;IMG_6091(1).jpg:image/jpeg:321886;IMG_6109(1).jpg:image/jpeg:297676;IMG_6113(1).jpg:image/jpeg:303689;IMG_6296(1).jpg:image/jpeg:368295;IMG_5916(1).jpg:image/jpeg:167445;IMG_6035(1).jpg:image/jpeg:252098;IMG_6047(1).jpg:image/jpeg:230930;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Общеобразовательная школа Мортонград «Путилково»;00.jpg:image/jpeg:26413;Московская область, Красногорский район, деревня Путилково;2016.0;Ронсон-300 (крепление в межэтажные перекрытия);;;;керамогранит (видимое крепление);;1024x768-1.JPG:image/jpeg:780824;1024x768-2.JPG:image/jpeg:838479;1024x768-3.JPG:image/jpeg:876772;1024x768-4.JPG:image/jpeg:870513;1024x768-5.jpg:image/jpeg:941435;1024x768-6.JPG:image/jpeg:786027;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;1;;;;;;;
Фитнес-клуб XFit Алтуфьево PREMIUM;000.jpg:image/jpeg:10261;г. Москва, парк Лианозово, ул. Угличская, д. 13;2016.0;Ронсон-100;;;;фиброцементные плиты;;DSC08585.jpg:image/jpeg:188192;DSC08575.jpg:image/jpeg:246573;DSC08573.jpg:image/jpeg:312257;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Бизнес-центр класса А «DELTA»;111111.jpg:image/jpeg:9946;г. Архангельск, Набережная Северной Двины, 54;2016.0;Ронсон-500;;;;клинкер, декоративный камень White Hills;;_YP8efT1jkU(1).jpg:image/jpeg:442828;a-g__fUeDC0.jpg:image/jpeg:781592;768x1024-WhiteHills_Tivoli_009_F550-00.jpg:image/jpeg:512624;HhOvslWOnVA.jpg:image/jpeg:717192;IMG_5844.JPG:image/jpeg:2281980;mZoc1DIWLtM.jpg:image/jpeg:1028878;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Атлетическая деревня, г. Алматы, Республика Казахстан;11111111111.jpg:image/jpeg:12077;г. Алматы, Алатауский район, по ул. Момышулы севернее пр. Рыскулова.;2016.0;Ронсон-100;;;;Rockpanel;;DSC_4717.jpg:image/jpeg:150124;;DSC_4724.jpg:image/jpeg:197135;DSC_4737.jpg:image/jpeg:202709;SL742258.jpg:image/jpeg:209196;SL742261.jpg:image/jpeg:200475;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Офисное здание;0000.jpg:image/jpeg:11941;г .Москва, Старомонетный переулок, д. 4, стр. 1;2016.0;Ронсон-500;;;;декоративный камень White Hills;;IMG_0684.jpg:image/jpeg:366143;IMG_5580.jpg:image/jpeg:241527;IMG_5669.jpg:image/jpeg:274291;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
ЖК «Научный», г. Нур-Султан;22222222.jpg:image/jpeg:10055;Республика Казахстан, город Астана, Туран проспект, д. 59, стр.1Б;2016.0;Ронсон-100;;;;фиброцементные плиты;;image-09-06-16-05-00-5.jpg:image/jpeg:492102;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;1;;;;;;;
ЖК «Валентиновка парк»;0000000000.jpg:image/jpeg:10290;Московская область, г. Королев, ул. Горького, д. 79;2016.0;Ронсон-500;;;;декоративный камень White Hills;;3e7fa64a691c2656e8c052d0a2115d89.jpg:image/jpeg:183222;7afbf00941bba9e61b4151860c7054ad.jpg:image/jpeg:193063;7dbc19a4b98fc0961d01493fda2c4cbf.jpg:image/jpeg:281477;53eab56a174513b281f7ece5adcff5b8.jpg:image/jpeg:202827;78c8b5188c1cffa9dab5fee7e1bea26b.jpg:image/jpeg:196571;de4b661c39242764e862ce6c2b4b4eae.jpg:image/jpeg:176135;f7c15c1a5f7e74c4c474afe1dd75cb2a.jpg:image/jpeg:178818;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
ТРЦ «Ривьера»;222222.jpg:image/jpeg:7926;г. Липецк, ул. Московская, 33;2016.0;Ронсон-200;Ронсон-400;;;кассеты из алюмокомпозита, терракота;;01.jpg:image/jpeg:154037;02.jpg:image/jpeg:164829;03.jpg:image/jpeg:208879;04.jpg:image/jpeg:189049;05.jpg:image/jpeg:191738;06.jpg:image/jpeg:146181;07.jpg:image/jpeg:156389;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Коттеджный поселок Доброград;00.jpg:image/jpeg:31248;Владимирская область;2017.0;Ронсон-500;;;;декоративный камень White Hills;;01.jpg:image/jpeg:213017;02.jpg:image/jpeg:200381;03.jpg:image/jpeg:144957;04.jpg:image/jpeg:150378;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Медицинский центр «МЕДАССИСТ»;11111.jpg:image/jpeg:8392;г. Курск, ул. Димитрова, д. 16- 16 а;2016.0;Ронсон-200;Ронсон-400;;;кассеты из алюмокомпозита, солнцезащитные ламели из композитного материала, терракота;;image-09-06-16-07-11-6.jpg:image/jpeg:268541;image-09-06-16-07-14-4.jpg:image/jpeg:238076;image2.jpg:image/jpeg:209906;image-09-06-16-07-12.jpg:image/jpeg:239191;image-09-06-16-07-12-5.jpg:image/jpeg:121166;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
ЖК «Наследие»;1111.jpg:image/jpeg:14246;г .Москва, ул. Краснобогатырская, д. 90;2016.0;Ронсон-400;Ронсон-500;;;керамогранит (скрытое крепление 600х1200), натуральный камень, декоративный камень White Hills;;IMG_1254(1).jpg:image/jpeg:231175;IMG_1257(1).jpg:image/jpeg:232318;IMG_1281.jpg:image/jpeg:234305;IMG_1284(1).jpg:image/jpeg:200417;IMG_1289.jpg:image/jpeg:200583;IMG_1292.jpg:image/jpeg:172128;IMG_1306.jpg:image/jpeg:225913;;;;;;;;;;;;;;1;0;0;1;1;0;0;;1;;;;;;;
Электродепо «Нижегородское»;222220.jpg:image/jpeg:23449;г. Москва, шоссе Энтузиастов, вл. 4, стр. 32;2016.0;Ронсон-200;;;;кассеты из алюмокомпозита;;IMG_5710.jpg:image/jpeg:439262;IMG_5754.jpg:image/jpeg:504988;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Частный гараж, г. Минск, Республика Беларусь;0.jpg:image/jpeg:8498;Республика Белоруссия, г. Минск;2015.0;Ронсон-500;Ронсон-100;;;HPL панели, клинкер, декоративный камень White Hills;;3.jpg:image/jpeg:134740;2.jpg:image/jpeg:195862;4.jpg:image/jpeg:187943;5.jpg:image/jpeg:149423;7.jpg:image/jpeg:183630;10.jpg:image/jpeg:153699;13.jpg:image/jpeg:237041;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Частный дом;00.jpg:image/jpeg:35529;г. Новосибирск;2017.0;Ронсон-500;;;;декоративный камень White Hills;;01.jpg:image/jpeg:188399;02.jpg:image/jpeg:271943;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Многоквартирные жилые дома, г. Южно;11111.jpg:image/jpeg:8456;г.Южно-Сахалинск, 18 микрорайон, ул. Фабричная;2016.0;Ронсон-100;;;;плиты KMEW;;2-1.jpg:image/jpeg:152119;2-5.jpg:image/jpeg:112127;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Малоэтажная жилая застройка;11111111.jpg:image/jpeg:11120;г. Красногорск, Сахалинская область;2016.0;Ронсон-100;;;;плиты KMEW;;4-13.JPG:image/jpeg:779559;4-8.jpg:image/jpeg:648331;4-15(1).jpg:image/jpeg:359406;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Автозаправочный комплекс «Армрос», г. Южно;111111111.jpg:image/jpeg:8044;г. Южно-Сахалинск, ул. Ленина, 441 а;2015.0;Ронсон-200 (крепление в межэтажные перекрытия);;;;кассеты из композитных материалов;;DSC06401.jpg:image/jpeg:142697;DSC06403.jpg:image/jpeg:121369;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
ЖК «Лермонтова, 10», г. Королёв;000.jpg:image/jpeg:13502;г. Королев, ул. Лермонтова, 10;2016.0;Ронсон-300;;;;керамогранит (видимое крепление);;1.jpg:image/jpeg:184542;2.jpg:image/jpeg:216644;4.jpg:image/jpeg:196535;5.jpg:image/jpeg:197638;6.jpg:image/jpeg:241269;20160617_102820.jpg:image/jpeg:175146;20160617_103023.jpg:image/jpeg:227278;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Школа в Бутово Парк 2 Б;0010.jpg:image/jpeg:11752;Московская область, Ленинский район, д. Дрожжино, микрорайон Бутово Парк 2 Б;2016.0;Ронсон-300;;;;керамогранит (видимое крепление);;image1.jpg:image/jpeg:205567;image2.jpg:image/jpeg:302461;image4.jpg:image/jpeg:244563;image6.jpg:image/jpeg:195090;image3(1).jpg:image/jpeg:228486;image5(1).jpg:image/jpeg:166736;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Бизнес центр «7 Авеню»;0000.jpg:image/jpeg:7776;г. Самара, ул. Ново-Садовая, 3а;2015.0;Ронсон-100;;;;ROCKPANEL;;1_54000000000.jpg:image/jpeg:121719;dsh-222.jpg:image/jpeg:179003;dsh-1.jpg:image/jpeg:190598;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Частный дом;00.jpg:image/jpeg:60659;;2016.0;Ронсон-500;;;;декоративный камень White Hills;;01.jpg:image/jpeg:207906;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Офисное здание;00.jpg:image/jpeg:11469;г. Москва, проспект Вернадского, 37;2016.0;Ронсон-500;;;;клинкер;;1111.jpg:image/jpeg:238911;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Общеобразовательная школа;0.jpg:image/jpeg:23107;Московская область, Ленинский район, сельское поселение Совхоз имени Ленина, д. 21;2016.0;Ронсон-500;;;;клинкер;;1024x768-1.JPG:image/jpeg:477341;1024x768-2.JPG:image/jpeg:609868;1024x768-3.jpeg:image/jpeg:106642;1024x768-4.JPG:image/jpeg:586288;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Гостиница, г. Южно;11111.jpg:image/jpeg:11157;г. Южно-Сахалинск, ул. Пушкина, 161;2015.0;Ронсон-100;;;;плиты KMEW;;3-5.jpg:image/jpeg:222828;3-10.jpg:image/jpeg:349522;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Супермаркет «Фреш 25», г. Южно;1111.jpg:image/jpeg:11210;г. Южно-Сахалинск, ул. Комсомольская, 281;2014.0;Ронсон-100;;;;плиты KMEW;;8-3(1).jpg:image/jpeg:185776;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Жилой дом, г. Шымкент;11111.jpg:image/jpeg:13963;Республика Казахстан, г. Шымкент, ул. Туркестанская, д. 55;2016.0;Ронсон-400;Ронсон-500;;;натуральный камень, клинкер;;image-25-07-16-09-41-(1).jpg:image/jpeg:229335;image-25-07-16-09-41-1-(2).jpg:image/jpeg:284222;image-25-07-16-09-41-4(5).jpg:image/jpeg:231699;image-25-07-16-09-41-4(6).jpg:image/jpeg:211970;image-25-07-16-09-41-6(7).jpg:image/jpeg:312093;image-25-07-16-09-41-6(8).jpg:image/jpeg:263206;image-25-07-16-09-41-6(9).jpg:image/jpeg:276188;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Офисное здание;000.jpg:image/jpeg:22133;г. Москва, ул. Кирпичная, д.34а, стр.3;2016.0;Ронсон-300;;;;керамогранит (видимое крепление);;001.jpg:image/jpeg:152284;002.jpg:image/jpeg:168952;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Жилой дом;000.jpg:image/jpeg:26950;г. Красногорск, ул. Дачная, д. 5 (пересечение ул. Правды, 7 и ул. Песочная, 3);2016.0;Ронсон-300;;;;керамогранит (видимое крепление);;001.jpg:image/jpeg:309007;002.jpg:image/jpeg:270553;003.jpg:image/jpeg:339440;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Спорт бар «The Red Machine»;0.jpg:image/jpeg:5288;г. Москва, ул. Автозаводская, д. 23а, кор. 3;2017.0;Ронсон-500;Ронсон-100;;;HPL панели, декоративный камень White Hills;;1.jpg:image/jpeg:127848;2.jpg:image/jpeg:131983;3.jpg:image/jpeg:116702;4.jpg:image/jpeg:179916;5.jpg:image/jpeg:91176;6.jpg:image/jpeg:113181;7.jpg:image/jpeg:106316;8.jpg:image/jpeg:128474;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
ЖК «Марьина роща»;0.jpg:image/jpeg:28154;г. Москва, 1 проезд Марьиной рощи, вл. 2;2017.0;Ронсон-500;;;;декоративный камень White Hills;;1.jpg:image/jpeg:794101;2.jpg:image/jpeg:912488;3.jpg:image/jpeg:208238;4.jpg:image/jpeg:925631;5.jpg:image/jpeg:1188956;6.jpg:image/jpeg:745568;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
ТЦ «Николин Парк»;0.jpg:image/jpeg:22534;г. Москва, п. Сосенское, ул. Николо-Хованская, д. 28.;2017.0;Ронсон-500;;;;декоративный камень White Hills;;1024x768-1.JPG:image/jpeg:747184;1024x768-2.JPG:image/jpeg:706783;1024x768-3.JPG:image/jpeg:828297;1024x768-4.JPG:image/jpeg:612890;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
ЖК «SREDA»;0.jpg:image/jpeg:27884;г. Москва, Рязанский проспект, вл.2;2017.0;Ронсон-500;Ронсон-600;;;фиброцементные плиты, декоративный камень White Hills, декор из стеклофибробетона;;1024x768-1.jpg:image/jpeg:905768;1024x768-2.jpg:image/jpeg:886503;1024x768-3.jpg:image/jpeg:967529;1024x768-4.jpg:image/jpeg:957068;1024x768-5.jpg:image/jpeg:934974;1024x768-6.jpg:image/jpeg:858156;768x1024-7.jpg:image/jpeg:1057921;;;;;;;;;;;;;;1;0;0;0;0;1;0;;1;;;;;;;
ЖК «Алые Паруса»;0.jpg:image/jpeg:30529;г. Москва, ул. Авиационная, д.77;2017.0;Ронсон-500;;;;клинкер;;1024x768-1.jpg:image/jpeg:1055691;1024x768-2.jpg:image/jpeg:1084920;1024x768-3.jpg:image/jpeg:1059559;1024x768-4.jpg:image/jpeg:819305;768x1024-5.jpg:image/jpeg:1201415;768x1024-6.jpg:image/jpeg:1034903;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Универмаг;00.jpg:image/jpeg:19570;г. Домодедово, ул. Советская, д. 20;2014.0;Ронсон-200;;;;кассеты из алюмокомпозита;;01.jpg:image/jpeg:187344;02.jpg:image/jpeg:115625;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Средняя общеобразовательная школа №21;00.jpg:image/jpeg:30565;г. Балашиха, ул. Баландина, Воинская часть 3111;2015.0;Ронсон-500;Ронсон-200;;;кассеты из алюмокомпозита, клинкер;;01.jpg:image/jpeg:274789;02.jpg:image/jpeg:322491;03.jpg:image/jpeg:134751;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Москва-Сити;00.jpg:image/jpeg:19972;"г. Москва, Краснопресненская ММДЦ &quot;Москва-Сити&quot;";2017.0;Ронсон-400;;;;керамогранит (скрытое крепление);;01.jpg:image/jpeg:150128;02.jpg:image/jpeg:106638;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;;1;;;;;;;
ЖК «Клубный дом на Таганке»;00.jpg:image/jpeg:28634;г. Москва, Брошевский пер, д. 6, стр. 2;2017.0;Ронсон-600;;;;фасадный декор;;1024x768-DSC02679(1).JPG:image/jpeg:810940;768x1024-DSC02669(1).jpg:image/jpeg:967131;;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;;1;;;;;;;
ЖК «Невский»;00.jpg:image/jpeg:25328;г Москва, ул. Выборгская, д.7, кор.1 и кор.2;2017.0;Ронсон-600;;;;фасадный декор;;768x1024-IMG_8345(1).jpg:image/jpeg:765342;768x1024-IMG_8360(1).jpg:image/jpeg:917598;1024x768-IMG_8352(1).jpg:image/jpeg:720907;1024x768-IMG_8353(1).jpg:image/jpeg:624286;1024x768-IMG_8355(1).jpg:image/jpeg:758881;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;;1;;;;;;;
ЖК «Родной город. Каховская»;00.jpg:image/jpeg:27902;г. Москва, Внутренний проезд, д. 8;2017.0;Ронсон-600;;;;фасадный декор с интегрированной клинкерной плиткой;;01.jpg:image/jpeg:181524;1024x768-IMG_2060(1).jpg:image/jpeg:1012579;1024x768-IMG_2068(1).jpg:image/jpeg:1092417;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;;1;;;;;;;
ЖК «ONLY»;0.jpg:image/jpeg:76579;г. Москва, ул. Заречная, д. 4;2018.0;Ронсон-400;Ронсон-500;;;керамогранит (скрытое крепление), декоративный камень White Hills;;1.jpg:image/jpeg:761496;2.jpg:image/jpeg:874556;3.jpg:image/jpeg:943551;4.jpg:image/jpeg:885048;5.jpg:image/jpeg:965788;6.jpg:image/jpeg:917254;7.jpg:image/jpeg:1013268;8.jpg:image/jpeg:938245;;;;;;;;;;;;;1;0;0;1;1;0;0;;1;;;;;;;
ЖК «Береговой»;0.jpg:image/jpeg:6937;г. Москва, Береговой проезд, д. 3;2019.0;Ронсон-100;Ронсон-500;Ронсон-600;;фиброцементные плиты, декоративный камень White Hills, декор из стеклофибробетона;;1.jpg:image/jpeg:147515;2.jpg:image/jpeg:135237;3.jpg:image/jpeg:160771;4.jpg:image/jpeg:144328;5.jpg:image/jpeg:189641;6.jpg:image/jpeg:118435;7.jpg:image/jpeg:140735;8.jpg:image/jpeg:152671;;;;;;;;;;;;;1;0;0;0;1;1;0;;1;;;;;;;
ЖК «Пикассо»;000.jpg:image/jpeg:9344;г. Москва, ул. Озерная, д. 35, к. 2;2018.0;Ронсон-400;Ронсон-500;;;керамогранит (скрытое крепление), декоративный камень White Hills;;768x1024-IMG_4727(2)-min.jpg:image/jpeg:196344;768x1024-IMG_4736(3)-min.jpg:image/jpeg:198757;768x1024-IMG_4744(2)-min.jpg:image/jpeg:242478;768x1024-IMG_4757(1)-min.jpg:image/jpeg:182506;1024x768-1-min.jpg:image/jpeg:231060;1024x768-IMG_4746(4)-min.jpg:image/jpeg:139739;;;;;;;;;;;;;;;1;0;0;1;1;0;0;;1;;;;;;;
ЖК «Петр I»;111111.jpg:image/jpeg:11264;г. Москва, ул. Красноказарменная, д.14А;2018.0;Ронсон-500;Ронсон-100;;;фиброцементные плиты, клинкер;;01.jpg:image/jpeg:204173;02.jpg:image/jpeg:135061;03.jpg:image/jpeg:45624;04.jpg:image/jpeg:158994;05.jpg:image/jpeg:134096;06.jpg:image/jpeg:163686;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
ЖК «Сердце Столицы»;111111.jpg:image/jpeg:11637;г. Москва, ул. Шеногина, д.1 и Шелипихинская набережная, вл.34;2018.0;Ронсон-500;Ронсон-200;;;металлокасеты, клинкер, профнастил;;1-min.jpg:image/jpeg:2271774;IMG_4913(2)-min.jpg:image/jpeg:2194761;IMG_4936(3)-min.jpg:image/jpeg:2014320;IMG_4961(33)-min.jpg:image/jpeg:2547978;IMG_4966(00)-min.jpg:image/jpeg:1695513;IMG_4974(1)-min.jpg:image/jpeg:2354595;IMG_5069(1)-min.jpg:image/jpeg:2348937;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
ЖК «UP квартал Сколковский»;150x150-1.jpg:image/jpeg:34319;г. Москва, ул. Чистяковой, вл. 30 (или 24);2018.0;Ронсон-100;Ронсон-300;Ронсон-400;;керамогранит (видимое крепление), терракота, фиброцементные плиты;;1000x667-2.jpg:image/jpeg:230740;1000x667-3.jpg:image/jpeg:209996;1000x667-4.jpg:image/jpeg:211464;1000x667-5.jpg:image/jpeg:183438;1000x667-6.jpg:image/jpeg:179907;1000x667-7.jpg:image/jpeg:179052;1000x667-8.jpg:image/jpeg:213092;08.jpg:image/jpeg:250291;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
ЖК «UP квартал Сколковский» Детский сад;150x150-1.jpg:image/jpeg:35069;г. Москва, ул. Чистяковой, вл. 30 (или 24);2018.0;Ронсон-300;;;;керамогранит (видимое крепление);;1000x667-2.jpg:image/jpeg:189113;1000x667-3.jpg:image/jpeg:155662;1000x667-4.jpg:image/jpeg:200123;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Административное здание (ресторан);150x150-1.jpg:image/jpeg:28594;г. Москва, ул. Большая Татарская, вл. 5;2018.0;Ронсон-400;Ронсон-500;;;натуральный камень, декоративный камень White Hills, декор из литьевого бетона;;667x1000-2.jpg:image/jpeg:101301;667x1000-4.jpg:image/jpeg:96491;1000x667-3.jpg:image/jpeg:161791;1000x667-5.jpg:image/jpeg:172799;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
ЖК «Родной город. Воронцовский парк»;150x150-1.jpg:image/jpeg:33682;г. Москва, ул. Профсоюзная, д.66;2018.0;Ронсон-500;;;;декоративный камень White Hills;;667x1000-11.jpg:image/jpeg:149064;667x1000-11.jpg:image/jpeg:149064;1000x667-4.jpg:image/jpeg:204596;1000x667-5.JPG:image/jpeg:161736;1000x667-7.JPG:image/jpeg:143758;1000x667-9.JPG:image/jpeg:191616;1000x667-13.jpg:image/jpeg:154282;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
ЖК «Достояние»;150x150-1.jpg:image/jpeg:34212;г. Москва, ул. Ярцевская, д.34 кор.1;2019.0;Ронсон-400;Ронсон-600;;;керамогранит (скрытое крепление), декор из стеклофибробетона;;667x1000-2.JPG:image/jpeg:215327;667x1000-6.JPG:image/jpeg:235036;1000x667-3.JPG:image/jpeg:264441;1000x667-5.JPG:image/jpeg:205217;1000x667-7.JPG:image/jpeg:224294;1000x667-8.JPG:image/jpeg:223891;1000x667-10.JPG:image/jpeg:202606;;;;;;;;;;;;;;1;0;0;1;0;1;0;;1;;;;;;;
Гостиница «Зиларт»;150x150-1.jpg:image/jpeg:30924;г. Москва, ул. Автозаводская, д.23;2018.0;Ронсон-300;;;;керамогранит (видимое крепление);;1000x667-2.jpg:image/jpeg:154555;1000x667-3.jpg:image/jpeg:123211;1000x667-4.jpg:image/jpeg:132167;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
